"COD_STAZ";"COD_GRAND";"RIGHE";"DATA_MIN";"DATA_MAX";
"NU063B612";"DVM";"199317";"01-GEN-22";"15-NOV-25";
"NU063B612";"PCT";"1993065";"01-GEN-22";"15-NOV-25";
"NU063B612";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"TCI";"66439";"01-GEN-22";"15-NOV-25";
"NU063B612";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"UCH";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"UCL";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"VAH";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"VAL";"1380";"01-GEN-22";"17-OTT-25";
"NU063B612";"VAM";"199317";"01-GEN-22";"15-NOV-25";
"NU063B612";"VAV";"199317";"01-GEN-22";"15-NOV-25";
"NU063B641";"LIT";"126919";"01-GEN-22";"15-NOV-25";
"NU063B650";"LIT";"132770";"01-GEN-22";"15-NOV-25";
"NU065B546";"PCT";"1994057";"01-GEN-22";"15-NOV-25";
"NU065B546";"TCH";"1379";"01-GEN-22";"17-OTT-25";
"NU065B546";"TCI";"66473";"01-GEN-22";"15-NOV-25";
"NU065B546";"TCL";"1379";"01-GEN-22";"17-OTT-25";
"NU068B622";"LIT";"132851";"01-GEN-22";"15-NOV-25";
"NU073B534";"PCT";"1993228";"01-GEN-22";"15-NOV-25";
"NU073B534";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"NU073B534";"TCI";"66441";"01-GEN-22";"15-NOV-25";
"NU073B534";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"NU074B640";"LIT";"87902";"13-APR-23";"15-NOV-25";
"NU076B533";"PCT";"1994420";"01-GEN-22";"15-NOV-25";
"NU076B533";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"NU076B533";"TCI";"66481";"01-GEN-22";"15-NOV-25";
"NU076B533";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"NU076B533";"UCH";"1382";"01-GEN-22";"17-OTT-25";
"NU076B533";"UCL";"1382";"01-GEN-22";"17-OTT-25";
"NU077B567";"PCT";"1993171";"01-GEN-22";"15-NOV-25";
"NU077B567";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"NU077B567";"TCI";"66444";"01-GEN-22";"15-NOV-25";
"NU077B567";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"NU077B567";"UCH";"1380";"01-GEN-22";"17-OTT-25";
"NU077B567";"UCL";"1380";"01-GEN-22";"17-OTT-25";
"NU077B637";"PCT";"1991953";"01-GEN-22";"15-NOV-25";
"NU077B637";"TCH";"1384";"01-GEN-22";"18-OTT-25";
"NU077B637";"TCI";"66410";"01-GEN-22";"15-NOV-25";
"NU077B637";"TCL";"1384";"01-GEN-22";"18-OTT-25";
"NU077B637";"UCH";"1384";"01-GEN-22";"18-OTT-25";
"NU077B637";"UCL";"1384";"01-GEN-22";"18-OTT-25";
"NU079B639";"LIT";"132792";"01-GEN-22";"15-NOV-25";
"NU080B638";"PCT";"1992465";"01-GEN-22";"15-NOV-25";
"NU080B638";"TCH";"1384";"01-GEN-22";"18-OTT-25";
"NU080B638";"TCI";"66427";"01-GEN-22";"15-NOV-25";
"NU080B638";"TCL";"1384";"01-GEN-22";"18-OTT-25";
"NU080B638";"UCH";"1384";"01-GEN-22";"18-OTT-25";
"NU080B638";"UCL";"1384";"01-GEN-22";"18-OTT-25";
"NU081B570";"PCT";"1990968";"01-GEN-22";"15-NOV-25";
"NU081B570";"TCH";"1371";"01-GEN-22";"17-OTT-25";
"NU081B570";"TCI";"66347";"01-GEN-22";"15-NOV-25";
"NU081B570";"TCL";"1371";"01-GEN-22";"17-OTT-25";
"NU081B570";"UCH";"1371";"01-GEN-22";"17-OTT-25";
"NU081B570";"UCL";"1371";"01-GEN-22";"17-OTT-25";
"NU085B531";"PCT";"1993263";"01-GEN-22";"15-NOV-25";
"NU085B531";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"NU085B531";"TCI";"66445";"01-GEN-22";"15-NOV-25";
"NU085B531";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"NU087B547";"DVA";"199084";"01-GEN-22";"15-NOV-25";
"NU087B547";"DVM";"199086";"01-GEN-22";"15-NOV-25";
"NU087B547";"PCT";"1991703";"01-GEN-22";"15-NOV-25";
"NU087B547";"TCH";"1372";"01-GEN-22";"17-OTT-25";
"NU087B547";"TCI";"66362";"01-GEN-22";"15-NOV-25";
"NU087B547";"TCL";"1372";"01-GEN-22";"17-OTT-25";
"NU087B547";"VAH";"1372";"01-GEN-22";"17-OTT-25";
"NU087B547";"VAL";"1372";"01-GEN-22";"17-OTT-25";
"NU087B547";"VAM";"199086";"01-GEN-22";"15-NOV-25";
"NU087B547";"VAV";"199086";"01-GEN-22";"15-NOV-25";
"NU090B603";"DVA";"199213";"01-GEN-22";"15-NOV-25";
"NU090B603";"DVM";"199272";"01-GEN-22";"15-NOV-25";
"NU090B603";"LIT";"132845";"01-GEN-22";"15-NOV-25";
"NU090B603";"PCT";"1992743";"01-GEN-22";"15-NOV-25";
"NU090B603";"TCH";"1378";"01-GEN-22";"17-OTT-25";
"NU090B603";"TCI";"66425";"01-GEN-22";"15-NOV-25";
"NU090B603";"TCL";"1378";"01-GEN-22";"17-OTT-25";
"NU090B603";"UCH";"1378";"01-GEN-22";"17-OTT-25";
"NU090B603";"UCL";"1378";"01-GEN-22";"17-OTT-25";
"NU090B603";"VAH";"724";"18-OTT-23";"17-OTT-25";
"NU090B603";"VAL";"724";"18-OTT-23";"17-OTT-25";
"NU090B603";"VAM";"199275";"01-GEN-22";"15-NOV-25";
"NU090B603";"VAV";"199275";"01-GEN-22";"15-NOV-25";
"NU095B588";"PCT";"1993185";"01-GEN-22";"15-NOV-25";
"NU095B588";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"NU095B588";"TCI";"66442";"01-GEN-22";"15-NOV-25";
"NU095B588";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"NU095B625";"LIT";"132861";"01-GEN-22";"15-NOV-25";
"NU096B602";"DVA";"199348";"01-GEN-22";"15-NOV-25";
"NU096B602";"DVM";"199356";"01-GEN-22";"15-NOV-25";
"NU096B602";"LIT";"132905";"01-GEN-22";"15-NOV-25";
"NU096B602";"LJT";"132905";"01-GEN-22";"15-NOV-25";
"NU096B602";"PCT";"1993563";"01-GEN-22";"15-NOV-25";
"NU096B602";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"NU096B602";"TCI";"66448";"01-GEN-22";"15-NOV-25";
"NU096B602";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"NU096B602";"UCH";"1382";"01-GEN-22";"17-OTT-25";
"NU096B602";"UCL";"1382";"01-GEN-22";"17-OTT-25";
"NU096B602";"VAH";"726";"19-OTT-23";"17-OTT-25";
"NU096B602";"VAL";"726";"19-OTT-23";"17-OTT-25";
"NU096B602";"VAM";"199356";"01-GEN-22";"15-NOV-25";
"NU096B602";"VAV";"199356";"01-GEN-22";"15-NOV-25";
"NU098B518";"PCT";"1992093";"01-GEN-22";"15-NOV-25";
"NU098B518";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"NU098B518";"TCI";"66390";"01-GEN-22";"15-NOV-25";
"NU098B518";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"NU098S075";"PCG";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"PCT";"1035697";"01-GEN-22";"21-DIC-23";
"NU098S075";"TCG";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"TCH";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"TCI";"34528";"01-GEN-22";"21-DIC-23";
"NU098S075";"TCL";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"TCM";"34528";"01-GEN-22";"21-DIC-23";
"NU098S075";"UCG";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"UCH";"720";"01-GEN-22";"21-DIC-23";
"NU098S075";"UCI";"34528";"01-GEN-22";"21-DIC-23";
"NU098S075";"UCL";"720";"01-GEN-22";"21-DIC-23";
"OR005B581";"PCT";"1989242";"01-GEN-22";"15-NOV-25";
"OR005B581";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"OR005B581";"TCI";"66327";"01-GEN-22";"15-NOV-25";
"OR005B581";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"OR005B581";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"OR005B581";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"OR007B506";"DVA";"130966";"16-APR-23";"15-NOV-25";
"OR007B506";"DVM";"131039";"16-APR-23";"15-NOV-25";
"OR007B506";"PCT";"1311941";"18-APR-23";"15-NOV-25";
"OR007B506";"TCH";"896";"12-APR-23";"17-OTT-25";
"OR007B506";"TCI";"43867";"12-APR-23";"15-NOV-25";
"OR007B506";"TCL";"896";"12-APR-23";"17-OTT-25";
"OR007B506";"UCH";"896";"12-APR-23";"17-OTT-25";
"OR007B506";"UCL";"896";"12-APR-23";"17-OTT-25";
"OR007B506";"VAH";"893";"16-APR-23";"17-OTT-25";
"OR007B506";"VAL";"893";"16-APR-23";"17-OTT-25";
"OR007B506";"VAM";"131039";"16-APR-23";"15-NOV-25";
"OR007B506";"VAV";"131040";"16-APR-23";"15-NOV-25";
"OR009B501";"PCT";"1994314";"01-GEN-22";"15-NOV-25";
"OR009B501";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"OR009B501";"TCI";"66483";"01-GEN-22";"15-NOV-25";
"OR009B501";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"OR009B501";"UCH";"1382";"01-GEN-22";"17-OTT-25";
"OR009B501";"UCL";"1382";"01-GEN-22";"17-OTT-25";
"OR025B616";"DVA";"198687";"01-GEN-22";"15-NOV-25";
"OR025B616";"DVM";"198706";"01-GEN-22";"15-NOV-25";
"OR025B616";"LIT";"132547";"01-GEN-22";"15-NOV-25";
"OR025B616";"PCT";"1987082";"01-GEN-22";"15-NOV-25";
"OR025B616";"TCH";"1367";"01-GEN-22";"17-OTT-25";
"OR025B616";"TCI";"66194";"01-GEN-22";"15-NOV-25";
"OR025B616";"TCL";"1367";"01-GEN-22";"17-OTT-25";
"OR025B616";"UCH";"1367";"01-GEN-22";"17-OTT-25";
"OR025B616";"UCL";"1367";"01-GEN-22";"17-OTT-25";
"OR025B616";"VAH";"715";"18-OTT-23";"17-OTT-25";
"OR025B616";"VAL";"715";"18-OTT-23";"17-OTT-25";
"OR025B616";"VAM";"198706";"01-GEN-22";"15-NOV-25";
"OR025B616";"VAV";"198706";"01-GEN-22";"15-NOV-25";
"OR026B510";"PCT";"1991620";"01-GEN-22";"15-NOV-25";
"OR026B510";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"OR026B510";"TCI";"66399";"01-GEN-22";"15-NOV-25";
"OR026B510";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"OR026B510";"UCH";"1380";"01-GEN-22";"17-OTT-25";
"OR026B510";"UCL";"1380";"01-GEN-22";"17-OTT-25";
"OR027B568";"DVA";"199401";"01-GEN-22";"15-NOV-25";
"OR027B568";"DVM";"199409";"01-GEN-22";"15-NOV-25";
"OR027B568";"PCT";"1993924";"01-GEN-22";"15-NOV-25";
"OR027B568";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"OR027B568";"TCI";"66481";"01-GEN-22";"15-NOV-25";
"OR027B568";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"OR027B568";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"OR027B568";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"OR027B568";"VAM";"199409";"01-GEN-22";"15-NOV-25";
"OR027B568";"VAV";"199407";"01-GEN-22";"15-NOV-25";
"OR029B621";"LIT";"132842";"01-GEN-22";"15-NOV-25";
"OR029B621";"PCT";"1991734";"01-GEN-22";"15-NOV-25";
"OR029B621";"TCH";"1384";"01-GEN-22";"18-OTT-25";
"OR029B621";"TCI";"66424";"01-GEN-22";"15-NOV-25";
"OR029B621";"TCL";"1384";"01-GEN-22";"18-OTT-25";
"OR036B521";"LIT";"132982";"01-GEN-22";"15-NOV-25";
"OR036B521";"PCT";"1994560";"01-GEN-22";"15-NOV-25";
"OR036B521";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"OR036B521";"TCI";"66494";"01-GEN-22";"15-NOV-25";
"OR036B521";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"OR039B571";"DVA";"199406";"01-GEN-22";"15-NOV-25";
"OR039B571";"DVM";"199427";"01-GEN-22";"15-NOV-25";
"OR039B571";"PCT";"1994255";"01-GEN-22";"15-NOV-25";
"OR039B571";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"OR039B571";"TCI";"66480";"01-GEN-22";"15-NOV-25";
"OR039B571";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"OR039B571";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"OR039B571";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"OR039B571";"VAM";"199427";"01-GEN-22";"15-NOV-25";
"OR039B571";"VAV";"199430";"01-GEN-22";"15-NOV-25";
"OR046B628";"LIT";"132703";"01-GEN-22";"15-NOV-25";
"OR046B647";"PCT";"1992235";"01-GEN-22";"15-NOV-25";
"OR046B647";"TCH";"1316";"01-GEN-22";"17-OTT-25";
"OR046B647";"TCI";"66430";"01-GEN-22";"15-NOV-25";
"OR046B647";"TCL";"1316";"01-GEN-22";"17-OTT-25";
"OR046B647";"UCH";"1316";"01-GEN-22";"17-OTT-25";
"OR046B647";"UCL";"1316";"01-GEN-22";"17-OTT-25";
"OR057B592";"PCT";"1994344";"01-GEN-22";"15-NOV-25";
"OR057B592";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"OR057B592";"TCI";"66481";"01-GEN-22";"15-NOV-25";
"OR057B592";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"OR057B592";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"OR057B592";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"OR070B629";"LIT";"108922";"05-SET-22";"15-NOV-25";
"OR070B653";"LIT";"108763";"07-SET-22";"15-NOV-25";
"OR073B651";"LIT";"108759";"07-SET-22";"15-NOV-25";
"OR073B652";"LIT";"108762";"07-SET-22";"15-NOV-25";
"OR077B646";"LIT";"132855";"01-GEN-22";"15-NOV-25";
"SS002B532";"DVA";"199323";"01-GEN-22";"15-NOV-25";
"SS002B532";"DVM";"199340";"01-GEN-22";"15-NOV-25";
"SS002B532";"PCT";"1993423";"01-GEN-22";"15-NOV-25";
"SS002B532";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"SS002B532";"TCI";"66449";"01-GEN-22";"15-NOV-25";
"SS002B532";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"SS002B532";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"SS002B532";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"SS002B532";"VAM";"199340";"01-GEN-22";"15-NOV-25";
"SS002B532";"VAV";"199340";"01-GEN-22";"15-NOV-25";
"SS005B502";"PCT";"1994383";"01-GEN-22";"15-NOV-25";
"SS005B502";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"SS005B502";"TCI";"66485";"01-GEN-22";"15-NOV-25";
"SS005B502";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"SS005B502";"UCH";"1382";"01-GEN-22";"17-OTT-25";
"SS005B502";"UCL";"1382";"01-GEN-22";"17-OTT-25";
"SS007B528";"PCT";"1993990";"01-GEN-22";"15-NOV-25";
"SS007B528";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS007B528";"TCI";"66473";"01-GEN-22";"15-NOV-25";
"SS007B528";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS008B560";"PCT";"1970459";"01-GEN-22";"15-NOV-25";
"SS008B560";"TCH";"1366";"01-GEN-22";"17-OTT-25";
"SS008B560";"TCI";"65703";"01-GEN-22";"15-NOV-25";
"SS008B560";"TCL";"1366";"01-GEN-22";"17-OTT-25";
"SS012S071";"PCG";"1374";"01-GEN-22";"18-OTT-25";
"SS012S071";"PCT";"1979622";"01-GEN-22";"15-NOV-25";
"SS012S071";"TCG";"1377";"01-GEN-22";"18-OTT-25";
"SS012S071";"TCH";"1377";"01-GEN-22";"18-OTT-25";
"SS012S071";"TCI";"66016";"01-GEN-22";"15-NOV-25";
"SS012S071";"TCL";"1377";"01-GEN-22";"18-OTT-25";
"SS012S071";"TCM";"66017";"01-GEN-22";"15-NOV-25";
"SS012S071";"UCG";"1377";"01-GEN-22";"18-OTT-25";
"SS012S071";"UCH";"1377";"01-GEN-22";"18-OTT-25";
"SS012S071";"UCI";"66016";"01-GEN-22";"15-NOV-25";
"SS012S071";"UCL";"1377";"01-GEN-22";"18-OTT-25";
"SS014B619";"LIT";"132511";"01-GEN-22";"15-NOV-25";
"SS014B619";"PCT";"1986764";"01-GEN-22";"15-NOV-25";
"SS016B617";"LIT";"132863";"01-GEN-22";"15-NOV-25";
"SS016B617";"PCT";"1982601";"01-GEN-22";"15-NOV-25";
"SS016B618";"LIT";"106684";"01-GEN-22";"16-GEN-25";
"SS016B618";"PCT";"1600277";"01-GEN-22";"16-GEN-25";
"SS017B559";"DVA";"199146";"01-GEN-22";"15-NOV-25";
"SS017B559";"DVM";"199147";"01-GEN-22";"15-NOV-25";
"SS017B559";"PCT";"1994273";"01-GEN-22";"15-NOV-25";
"SS017B559";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"SS017B559";"TCI";"66482";"01-GEN-22";"15-NOV-25";
"SS017B559";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"SS017B559";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"SS017B559";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"SS017B559";"VAM";"199151";"01-GEN-22";"15-NOV-25";
"SS017B559";"VAV";"199147";"01-GEN-22";"15-NOV-25";
"SS018B586";"PCT";"1993290";"01-GEN-22";"15-NOV-25";
"SS018B586";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS018B586";"TCI";"66448";"01-GEN-22";"15-NOV-25";
"SS018B586";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS018B586";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"SS018B586";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"SS019B645";"LIT";"132854";"01-GEN-22";"15-NOV-25";
"SS024B544";"DVA";"199276";"01-GEN-22";"15-NOV-25";
"SS024B544";"DVM";"199327";"01-GEN-22";"15-NOV-25";
"SS024B544";"PCT";"1993220";"01-GEN-22";"15-NOV-25";
"SS024B544";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"SS024B544";"TCI";"66444";"01-GEN-22";"15-NOV-25";
"SS024B544";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"SS024B544";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"SS024B544";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"SS024B544";"VAM";"199327";"01-GEN-22";"15-NOV-25";
"SS024B544";"VAV";"199327";"01-GEN-22";"15-NOV-25";
"SS025B563";"PCT";"1994494";"01-GEN-22";"15-NOV-25";
"SS025B563";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS025B563";"TCI";"66487";"01-GEN-22";"15-NOV-25";
"SS025B563";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS025B563";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"SS025B563";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"SS026B517";"PCT";"1994502";"01-GEN-22";"15-NOV-25";
"SS026B517";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS026B517";"TCI";"66491";"01-GEN-22";"15-NOV-25";
"SS026B517";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS026B517";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"SS026B517";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"SS028B549";"PCT";"1994362";"01-GEN-22";"15-NOV-25";
"SS028B549";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS028B549";"TCI";"66486";"01-GEN-22";"15-NOV-25";
"SS028B549";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS028B549";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"SS028B549";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"SS033B541";"PCT";"1994292";"01-GEN-22";"15-NOV-25";
"SS033B541";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS033B541";"TCI";"66483";"01-GEN-22";"15-NOV-25";
"SS033B541";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS035B558";"DVA";"199441";"01-GEN-22";"15-NOV-25";
"SS035B558";"DVM";"199454";"01-GEN-22";"15-NOV-25";
"SS035B558";"PCT";"1994534";"01-GEN-22";"15-NOV-25";
"SS035B558";"TCH";"1379";"01-GEN-22";"17-OTT-25";
"SS035B558";"TCI";"66399";"01-GEN-22";"15-NOV-25";
"SS035B558";"TCL";"1379";"01-GEN-22";"17-OTT-25";
"SS035B558";"UCH";"1382";"01-GEN-22";"17-OTT-25";
"SS035B558";"UCL";"1382";"01-GEN-22";"17-OTT-25";
"SS035B558";"VAH";"1321";"03-MAR-22";"17-OTT-25";
"SS035B558";"VAL";"1321";"03-MAR-22";"17-OTT-25";
"SS035B558";"VAM";"199454";"01-GEN-22";"15-NOV-25";
"SS035B558";"VAV";"199454";"01-GEN-22";"15-NOV-25";
"SS037B580";"PCT";"1994476";"01-GEN-22";"15-NOV-25";
"SS037B580";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS037B580";"TCI";"66485";"01-GEN-22";"15-NOV-25";
"SS037B580";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS037B580";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"SS037B580";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"SS037S079";"DVA";"195549";"01-GEN-22";"15-NOV-25";
"SS037S079";"DVG";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"DVH";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"DVM";"195573";"01-GEN-22";"15-NOV-25";
"SS037S079";"DVV";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"PCG";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"PCT";"1955522";"01-GEN-22";"15-NOV-25";
"SS037S079";"TCG";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"TCH";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"TCI";"65203";"01-GEN-22";"15-NOV-25";
"SS037S079";"TCL";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"TCM";"65202";"01-GEN-22";"15-NOV-25";
"SS037S079";"UCG";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"UCH";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"UCI";"65203";"01-GEN-22";"15-NOV-25";
"SS037S079";"UCL";"1356";"01-GEN-22";"18-OTT-25";
"SS037S079";"VAD";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"VAG";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"VAH";"1354";"01-GEN-22";"18-OTT-25";
"SS037S079";"VAI";"32597";"01-GEN-22";"13-NOV-25";
"SS037S079";"VAM";"195573";"01-GEN-22";"15-NOV-25";
"SS037S079";"VAV";"195573";"01-GEN-22";"15-NOV-25";
"SS038B556";"PCT";"1994299";"01-GEN-22";"15-NOV-25";
"SS038B556";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS038B556";"TCI";"66481";"01-GEN-22";"15-NOV-25";
"SS038B556";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS043B540";"LIT";"132871";"01-GEN-22";"15-NOV-25";
"SS043B540";"PCT";"1993074";"01-GEN-22";"15-NOV-25";
"SS043B540";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS043B540";"TCI";"66435";"01-GEN-22";"15-NOV-25";
"SS043B540";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS046B503";"PCT";"1994351";"01-GEN-22";"15-NOV-25";
"SS046B503";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS046B503";"TCI";"66485";"01-GEN-22";"15-NOV-25";
"SS046B503";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS046B644";"PCT";"1992756";"01-GEN-22";"15-NOV-25";
"SS046B644";"TCH";"1384";"01-GEN-22";"18-OTT-25";
"SS046B644";"TCI";"66430";"01-GEN-22";"15-NOV-25";
"SS046B644";"TCL";"1384";"01-GEN-22";"18-OTT-25";
"SS046B644";"UCH";"1384";"01-GEN-22";"18-OTT-25";
"SS046B644";"UCL";"1384";"01-GEN-22";"18-OTT-25";
"SS049B601";"DVA";"199387";"01-GEN-22";"15-NOV-25";
"SS049B601";"DVM";"199424";"01-GEN-22";"15-NOV-25";
"SS049B601";"LIT";"132968";"01-GEN-22";"15-NOV-25";
"SS049B601";"PCT";"1994234";"01-GEN-22";"15-NOV-25";
"SS049B601";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"SS049B601";"TCI";"66474";"01-GEN-22";"15-NOV-25";
"SS049B601";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"SS049B601";"VAH";"726";"18-OTT-23";"17-OTT-25";
"SS049B601";"VAL";"726";"18-OTT-23";"17-OTT-25";
"SS049B601";"VAM";"199424";"01-GEN-22";"15-NOV-25";
"SS049B601";"VAV";"199424";"01-GEN-22";"15-NOV-25";
"SS050B505";"PCT";"1994400";"01-GEN-22";"15-NOV-25";
"SS050B505";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS050B505";"TCI";"66486";"01-GEN-22";"15-NOV-25";
"SS050B505";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS050B505";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"SS050B505";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"SS052B526";"PCT";"1994472";"01-GEN-22";"15-NOV-25";
"SS052B526";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS052B526";"TCI";"66491";"01-GEN-22";"15-NOV-25";
"SS052B526";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS053B606";"DVA";"105440";"15-OTT-23";"15-NOV-25";
"SS053B606";"DVM";"199340";"01-GEN-22";"15-NOV-25";
"SS053B606";"LIT";"132955";"01-GEN-22";"15-NOV-25";
"SS053B606";"PCT";"1994212";"01-GEN-22";"15-NOV-25";
"SS053B606";"TCH";"1380";"01-GEN-22";"17-OTT-25";
"SS053B606";"TCI";"66461";"01-GEN-22";"15-NOV-25";
"SS053B606";"TCL";"1380";"01-GEN-22";"17-OTT-25";
"SS053B606";"UCH";"1380";"01-GEN-22";"17-OTT-25";
"SS053B606";"UCL";"1380";"01-GEN-22";"17-OTT-25";
"SS053B606";"VAH";"727";"18-OTT-23";"17-OTT-25";
"SS053B606";"VAL";"727";"18-OTT-23";"17-OTT-25";
"SS053B606";"VAM";"105453";"15-OTT-23";"15-NOV-25";
"SS053B606";"VAV";"199340";"01-GEN-22";"15-NOV-25";
"SS054B613";"DVA";"197300";"01-GEN-22";"15-NOV-25";
"SS054B613";"DVM";"199436";"01-GEN-22";"15-NOV-25";
"SS054B613";"LIT";"132946";"01-GEN-22";"15-NOV-25";
"SS054B613";"PCT";"1994343";"01-GEN-22";"15-NOV-25";
"SS054B613";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"SS054B613";"TCI";"66485";"01-GEN-22";"15-NOV-25";
"SS054B613";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"SS054B613";"VAH";"727";"19-OTT-23";"17-OTT-25";
"SS054B613";"VAL";"727";"19-OTT-23";"17-OTT-25";
