"COD_STAZ";"COD_GRAND";"RIGHE";"DATA_MIN";"DATA_MAX";
"SS054B613";"VAM";"199436";"01-GEN-22";"15-NOV-25";
"SS054B613";"VAV";"199434";"01-GEN-22";"15-NOV-25";
"SS059B504";"PCT";"1994275";"01-GEN-22";"15-NOV-25";
"SS059B504";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS059B504";"TCI";"66478";"01-GEN-22";"15-NOV-25";
"SS059B504";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS059B504";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"SS059B504";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"SS060B561";"PCT";"1994222";"01-GEN-22";"15-NOV-25";
"SS060B561";"TCH";"1267";"01-GEN-22";"17-OTT-25";
"SS060B561";"TCI";"61054";"01-GEN-22";"15-NOV-25";
"SS060B561";"TCL";"1267";"01-GEN-22";"17-OTT-25";
"SS060B561";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"SS060B561";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"DVA";"199204";"01-GEN-22";"15-NOV-25";
"SS060B597";"DVM";"199423";"01-GEN-22";"15-NOV-25";
"SS060B597";"LIT";"132958";"01-GEN-22";"15-NOV-25";
"SS060B597";"PCT";"1994311";"01-GEN-22";"15-NOV-25";
"SS060B597";"TCH";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"TCI";"66484";"01-GEN-22";"15-NOV-25";
"SS060B597";"TCL";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"UCH";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"UCL";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"VAH";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"VAL";"1383";"01-GEN-22";"17-OTT-25";
"SS060B597";"VAM";"199423";"01-GEN-22";"15-NOV-25";
"SS060B597";"VAV";"199423";"01-GEN-22";"15-NOV-25";
"SS066B590";"DVA";"199284";"01-GEN-22";"15-NOV-25";
"SS066B590";"DVM";"199315";"01-GEN-22";"15-NOV-25";
"SS066B590";"PCT";"1993168";"01-GEN-22";"15-NOV-25";
"SS066B590";"TCH";"1385";"01-GEN-22";"18-OTT-25";
"SS066B590";"TCI";"66411";"01-GEN-22";"15-NOV-25";
"SS066B590";"TCL";"1385";"01-GEN-22";"18-OTT-25";
"SS066B590";"UCH";"1385";"01-GEN-22";"18-OTT-25";
"SS066B590";"UCL";"1385";"01-GEN-22";"18-OTT-25";
"SS066B590";"VAM";"199315";"01-GEN-22";"15-NOV-25";
"SS066B590";"VAV";"199315";"01-GEN-22";"15-NOV-25";
"SS068B593";"PCT";"1861594";"01-GEN-22";"15-NOV-25";
"SS068B593";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS068B593";"TCI";"66477";"01-GEN-22";"15-NOV-25";
"SS068B593";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS068B593";"UCH";"1381";"01-GEN-22";"17-OTT-25";
"SS068B593";"UCL";"1381";"01-GEN-22";"17-OTT-25";
"SS070B615";"DVA";"198975";"01-GEN-22";"15-NOV-25";
"SS070B615";"DVM";"199401";"01-GEN-22";"15-NOV-25";
"SS070B615";"LIT";"132945";"01-GEN-22";"15-NOV-25";
"SS070B615";"PCT";"1994091";"01-GEN-22";"15-NOV-25";
"SS070B615";"TCH";"1376";"01-GEN-22";"17-OTT-25";
"SS070B615";"TCI";"66472";"01-GEN-22";"15-NOV-25";
"SS070B615";"TCL";"1376";"01-GEN-22";"17-OTT-25";
"SS070B615";"VAH";"728";"18-OTT-23";"17-OTT-25";
"SS070B615";"VAL";"728";"18-OTT-23";"17-OTT-25";
"SS070B615";"VAM";"199401";"01-GEN-22";"15-NOV-25";
"SS070B615";"VAV";"199401";"01-GEN-22";"15-NOV-25";
"SS078B545";"DVA";"199215";"01-GEN-22";"15-NOV-25";
"SS078B545";"DVM";"199383";"01-GEN-22";"15-NOV-25";
"SS078B545";"PCT";"1993932";"01-GEN-22";"15-NOV-25";
"SS078B545";"TCH";"1371";"01-GEN-22";"17-OTT-25";
"SS078B545";"TCI";"66454";"01-GEN-22";"15-NOV-25";
"SS078B545";"TCL";"1371";"01-GEN-22";"17-OTT-25";
"SS078B545";"VAH";"1371";"01-GEN-22";"17-OTT-25";
"SS078B545";"VAL";"1371";"01-GEN-22";"17-OTT-25";
"SS078B545";"VAM";"199383";"01-GEN-22";"15-NOV-25";
"SS078B545";"VAV";"199383";"01-GEN-22";"15-NOV-25";
"SS081B507";"LIT";"132841";"01-GEN-22";"15-NOV-25";
"SS081B507";"PCT";"1994488";"01-GEN-22";"15-NOV-25";
"SS081B507";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"SS081B507";"TCI";"66482";"01-GEN-22";"15-NOV-25";
"SS081B507";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"SS081B564";"PCT";"1994293";"01-GEN-22";"15-NOV-25";
"SS081B564";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"SS081B564";"TCI";"66482";"01-GEN-22";"15-NOV-25";
"SS081B564";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"SS086B589";"LIT";"132824";"01-GEN-22";"15-NOV-25";
"SS086B589";"PCT";"1994090";"01-GEN-22";"15-NOV-25";
"SS086B589";"TCH";"1377";"01-GEN-22";"17-OTT-25";
"SS086B589";"TCI";"66480";"01-GEN-22";"15-NOV-25";
"SS086B589";"TCL";"1377";"01-GEN-22";"17-OTT-25";
"SS087B585";"PCT";"1994124";"01-GEN-22";"15-NOV-25";
"SS087B585";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS087B585";"TCI";"66474";"01-GEN-22";"15-NOV-25";
"SS087B585";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS088B569";"PCT";"1994316";"01-GEN-22";"15-NOV-25";
"SS088B569";"TCH";"1382";"01-GEN-22";"17-OTT-25";
"SS088B569";"TCI";"66478";"01-GEN-22";"15-NOV-25";
"SS088B569";"TCL";"1382";"01-GEN-22";"17-OTT-25";
"SS089B600";"DVA";"105393";"15-OTT-23";"15-NOV-25";
"SS089B600";"DVM";"105396";"15-OTT-23";"15-NOV-25";
"SS089B600";"PCT";"1992905";"01-GEN-22";"15-NOV-25";
"SS089B600";"TCH";"1381";"01-GEN-22";"17-OTT-25";
"SS089B600";"TCI";"66431";"01-GEN-22";"15-NOV-25";
"SS089B600";"TCL";"1381";"01-GEN-22";"17-OTT-25";
"SS089B600";"VAH";"730";"15-OTT-23";"17-OTT-25";
"SS089B600";"VAL";"730";"15-OTT-23";"17-OTT-25";
"SS089B600";"VAM";"105396";"15-OTT-23";"15-NOV-25";
"SS089B600";"VAV";"105396";"15-OTT-23";"15-NOV-25";
